id,review,rv_fixed
84185,"I first saw this at my city's International Film Festival, then later thankfully I was able to watch it with my son, who was 9 at the time, when at a friend's place for one of the big 3 holidays, it was on Netflix. Brilliantly conceived and carried out, over a long stretch of time, by the filmmakers, it led to a fine father-son discussion about the environment, its importance, what is wrong with it and what can be done to improve things on Earth. Its importance is inestimable, and I highly recommend it to everyone. It is something everybody needs to see, think about and actively discuss, regardless of one's personal priorities or political sphere of influence.","I first saw this at my city's International Film Festival, then later thankfully I was able to watch it with my son, who was 9 at the time, when at a friend's place for one of the big 3 holidays, it was on Netflix. Brilliantly conceived and carried out, over a long stretch of time, by the filmmakers, it led to a fine father-son discussion about the environment, its importance, what is wrong with it and what can be done to improve things on Earth. Its importance is inestimable, and I highly recommend it to everyone. It is something everybody needs to see, think about and actively discuss, regardless of one's personal priorities or political sphere of influence."
1172091,"There's something quite fascinating about the recuperative ability of the land to recover from centuries of man's abuse displayed in this documentary. Isabella Tree and husband Charlie have inherited a country estate that can barely manage to grow weeds. The soil is knackered and desperate action is required. They hit on the fairly radical idea of abandoning the place to nature (except their front lawn!) and the film now follows the reclamation of this space by birds, bugs, deer, pigs, cattle - creatures that would have roamed the land freely a few hundred years ago. They even bring in storks! It's a stunning piece of photography to look at, but the underlying narrative is really quite weak and I found it allowed sentiment to overrule the one thing it fails to address - scalability. They live in a castle with no evident money worries. None that we are told about, anyway. So this looks like a worthy pet project that though laudable and impressive will, as one of their neighbours raises at a meeting, not feed the nation. When the vast majority of these complementary farming techniques were in use, the population of the UK was probably less than 10% of what it is now; malnutrition and starvation were rife and distribution methods, without refrigeration, left the food supply subject to the vagaries of the weather. What this doesn't address in any way is just how this method of nurturing the land is going to provide for an hungry population. It's largely presented by Isabella Tree herself, and she is an engaging individual but one who presents the most complex of arguments in far too simple a fashion - as if it were a lecture on the relative merits of organic methods without addressing in any way their limitations of their practicalities or economics. ""Duncan"" the horse and a few of the pigs have some great fun at a charity polo match and it is a very watchable film - but a little too light and fluffy.","There's something quite fascinating about the recuperative ability of the land to recover from centuries of man's abuse displayed in this documentary. Isabella Tree and husband Charlie have inherited a country estate that can barely manage to grow weeds. The soil is knackered and desperate action is required. They hit on the fairly radical idea of abandoning the place to nature (except their front lawn!) and the film now follows the reclamation of this space by birds, bugs, deer, pigs, cattle - creatures that would have roamed the land freely a few hundred years ago. They even bring in storks! It's a stunning piece of photography to look at, but the underlying narrative is really quite weak and I found it allowed sentiment to overrule the one thing it fails to address - scalability. They live in a castle with no evident money worries. None that we are told about, anyway. So this looks like a worthy pet project that though laudable and impressive will, as one of their neighbours raises at a meeting, not feed the nation. When the vast majority of these complementary farming techniques were in use, the population of the UK was probably less than 10% of what it is now; malnutrition and starvation were rife and distribution methods, without refrigeration, left the food supply subject to the vagaries of the weather. What this doesn't address in any way is just how this method of nurturing the land is going to provide for an hungry population. It's largely presented by Isabella Tree herself, and she is an engaging individual but one who presents the most complex of arguments in far too simple a fashion - as if it were a lecture on the relative merits of organic methods without addressing in any way their limitations of their practicalities or economics. ""Duncan"" the horse and a few of the pigs have some great fun at a charity polo match and it is a very watchable film - but a little too light and fluffy."
839512,"Told from the perspective of Anita Chitaya, this offers us a cleverly presented counterbalance between this small (one acre) Malawian farmer and her much larger-scale US counterparts. We start in her small rural community where the resources and education are basic, food and water are in short supply and their husbands have the most curious approach to their role as it regards doing any work! Luckily, unlike their friend Winston, her husband does help out now and again but the terrain and the weather conditions really do render this the most subsistence of existences. Wary of the impact climate change is having on their lives, the film crew take her to the United States where they meet some politicians and Iowa farmers who have their own attitudes and problems to deal with. These latter farmers prove much less concerned about the impact of global warming and the challenge for Anita is not only to learn what she can from them, but also to instil in them some semblance of understanding that perhaps, and it is only perhaps, their methods may not be in their own long term interests. That's what made this work better for me. There is no pontificating. No attempt to indoctrinate the audience - we are left to watch, listen and come to our own conclusions. We see Anita's determination, decency and poverty and it starkly contrasts with the livelihoods of her new American friends, but we are also offered a glimpse of their troubles too, as they try to adapt from more ""traditional"" agriculture to more scalable organic methods - without losing their homes and livelihoods along the way. There is a fair degree of Christian faith demonstrated here too - and it is interesting how the differing views on the environmental issues both take some degree of succour from their perceived belief that God wants them to continue... It probably isn't a big screen film, though some of the documentary photography in Malawi is stunning. It is, however, well worth watching on television if you get an opportunity - Anita is an engaging conduit for this important message.","Told from the perspective of Anita Chitaya, this offers us a cleverly presented counterbalance between this small (one acre) Malawian farmer and her much larger-scale US counterparts. We start in her small rural community where the resources and education are basic, food and water are in short supply and their husbands have the most curious approach to their role as it regards doing any work! Luckily, unlike their friend Winston, her husband does help out now and again but the terrain and the weather conditions really do render this the most subsistence of existences. Wary of the impact climate change is having on their lives, the film crew take her to the United States where they meet some politicians and Iowa farmers who have their own attitudes and problems to deal with. These latter farmers prove much less concerned about the impact of global warming and the challenge for Anita is not only to learn what she can from them, but also to instil in them some semblance of understanding that perhaps, and it is only perhaps, their methods may not be in their own long term interests. That's what made this work better for me. There is no pontificating. No attempt to indoctrinate the audience - we are left to watch, listen and come to our own conclusions. We see Anita's determination, decency and poverty and it starkly contrasts with the livelihoods of her new American friends, but we are also offered a glimpse of their troubles too, as they try to adapt from more ""traditional"" agriculture to more scalable organic methods - without losing their homes and livelihoods along the way. There is a fair degree of Christian faith demonstrated here too - and it is interesting how the differing views on the environmental issues both take some degree of succour from their perceived belief that God wants them to continue... It probably isn't a big screen film, though some of the documentary photography in Malawi is stunning. It is, however, well worth watching on television if you get an opportunity - Anita is an engaging conduit for this important message."
615996,"""Cloaked under the aesthetics of a surfing doco, kindred spirits Christian Gibson and Chris Gooley front a remarkably poignant, visually gorgeous travelogue that captures true beauty, both natural and emotional...""

Read the full review here: http://screen-space.squarespace.com/reviews/2020/9/19/pacifico.html","""Cloaked under the aesthetics of a surfing doco, kindred spirits Christian Gibson and Chris Gooley front a remarkably poignant, visually gorgeous travelogue that captures true beauty, both natural and emotional...""

Read the full review here: http://screen-space.squarespace.com/reviews/2020/9/19/pacifico.html"
137644,"The Great Lakes cover over 94,000 square miles between the USA and Canada, and for fifteen minutes Bill Mason provides the imagery and Bruce Mackay the lyrics of some daft songs and their efforts combine to provide us with an entertaining appraisal of just how the lakes were formed by glacial activities aeons ago. All the while we follow the intrepid travels of enthusiastic and agile canoeist Blake James who has his fair share of light-hearted escapades with his kayak as he avoids alligators and explores the huge variety of landscapes that survive as a direct result of these huge great volumes of fresh water. Then, of course, mankind arrives and brings his destructive engineering and construction skills with him. As ever with Mason, there's some considered and patient photography gone into this production and the cheerfully informative and sometimes quite sarcastic poetry contained with this accompanying songs makes a gentle point about our encroachment into this area of natural beauty subtly, but forcefully, and James plays the role of the comedy-canoeist with spirit, too.","The Great Lakes cover over 94,000 square miles between the USA and Canada, and for fifteen minutes Bill Mason provides the imagery and Bruce Mackay the lyrics of some daft songs and their efforts combine to provide us with an entertaining appraisal of just how the lakes were formed by glacial activities aeons ago. All the while we follow the intrepid travels of enthusiastic and agile canoeist Blake James who has his fair share of light-hearted escapades with his kayak as he avoids alligators and explores the huge variety of landscapes that survive as a direct result of these huge great volumes of fresh water. Then, of course, mankind arrives and brings his destructive engineering and construction skills with him. As ever with Mason, there's some considered and patient photography gone into this production and the cheerfully informative and sometimes quite sarcastic poetry contained with this accompanying songs makes a gentle point about our encroachment into this area of natural beauty subtly, but forcefully, and James plays the role of the comedy-canoeist with spirit, too."
35,"I've never been particularly invested in _The Simpsons_. This movie didn't turn me around on that. I could stand watching it, Hell, this was actually the **second** time I've seen it, but I assure you, it was not for my own enjoyment I did so.

_Final rating:★★ - Definitely not for me, but I sort of get the appeal._","I've never been particularly invested in _The Simpsons_. This movie didn't turn me around on that. I could stand watching it, Hell, this was actually the **second** time I've seen it, but I assure you, it was not for my own enjoyment I did so.

_Final rating:★★ - Definitely not for me, but I sort of get the appeal._"
35,"Forgive this forward, but I literally watched all 31 seasons because I was sick and have never understood what the fuss was about the Simpsons.

I really have to conclude that the appeal of the Simpsons was a simple lack of options when it first came out, and then it just grew in power by simply existing for so long.

For this movie:
Uninspired watch, probably won't watch again, and can't recommend, unless you're already a Simpsons fan.

It's really just a lot of the Simpsons being Simpsons, but that also means that the overall story writing is actually pretty good, even if the character writing is rather repetitive.

I did enjoy the introduction of Ploppers, Spider-Pig, but it doesn't really even out everything else.

The big adversity is an ""under the dome"" scenario, which is actually interesting enough to explore, but because it's the Simpsons, we know that nothing ultimately interesting is going to happen, and that everything is going to resolve like its TV counterpart.  Now, that said, the TV show does drop unexpected, unexplainable shifts, like the death of characters.  I don't think Fox was brave enough to put such a thing in the movie, which would have completely changed the gravity of the movie.

It's fine, it's well produced, it's just not very interesting, and I don't think I'd ever watch it again unless I was binging the Simpsons again, and wanted to watch it in order.","Forgive this forward, but I literally watched all 31 seasons because I was sick and have never understood what the fuss was about the Simpsons.

I really have to conclude that the appeal of the Simpsons was a simple lack of options when it first came out, and then it just grew in power by simply existing for so long.

For this movie:
Uninspired watch, probably won't watch again, and can't recommend, unless you're already a Simpsons fan.

It's really just a lot of the Simpsons being Simpsons, but that also means that the overall story writing is actually pretty good, even if the character writing is rather repetitive.

I did enjoy the introduction of Ploppers, Spider-Pig, but it doesn't really even out everything else.

The big adversity is an ""under the dome"" scenario, which is actually interesting enough to explore, but because it's the Simpsons, we know that nothing ultimately interesting is going to happen, and that everything is going to resolve like its TV counterpart.  Now, that said, the TV show does drop unexpected, unexplainable shifts, like the death of characters.  I don't think Fox was brave enough to put such a thing in the movie, which would have completely changed the gravity of the movie.

It's fine, it's well produced, it's just not very interesting, and I don't think I'd ever watch it again unless I was binging the Simpsons again, and wanted to watch it in order."
81,"Non stop violence in a post apocalyptic earth, this is so much more anime than Ghibli. It isn't actually a true Ghibli film but is often marketed as such. It's style is very different to that usually associated with Ghibli. If you're expecting 'My Neighbour Totoro', you'll be disappointed. I like Ghibli films but this falls into an anime spiral of - attack the armies that control the power and release the monster driving army2 into the acid sea who must retaliate by killing more people and raising a demon etc.
All very well for that genre but I don't tend to rate those films well. I'm really reviewing this film for Ghibli fans hoping for, ""Howl's Moving Castle"" so they can find something more appropriate","Non stop violence in a post apocalyptic earth, this is so much more anime than Ghibli. It isn't actually a true Ghibli film but is often marketed as such. It's style is very different to that usually associated with Ghibli. If you're expecting 'My Neighbour Totoro', you'll be disappointed. I like Ghibli films but this falls into an anime spiral of - attack the armies that control the power and release the monster driving army2 into the acid sea who must retaliate by killing more people and raising a demon etc.
All very well for that genre but I don't tend to rate those films well. I'm really reviewing this film for Ghibli fans hoping for, ""Howl's Moving Castle"" so they can find something more appropriate"
262543,I have just watched it and I have no clue as to what it's message was. Just a pointless movie really.,I have just watched it and I have no clue as to what it's message was. Just a pointless movie really.
501,"Chilling first-hand documentation of a very brave young man, renouncing society and trying to find meaning among ferocious creatures in the wild.
Tragic yet heart-warming","Chilling first-hand documentation of a very brave young man, renouncing society and trying to find meaning among ferocious creatures in the wild.
Tragic yet heart-warming"
39464,"There's no place else to go and pretty soon we'll all be dead, so forget it! Enjoy yourself! Let's sing and dance while we can! Come on, blow your mind! 

The 11th of the Godzilla franchise is easily the most trippy, and most divisive. Hedorah (AKA: The Smog Monster) is spawned from pollution and begins to destroy Japan. It spews poison, shoots acidic mud, tokes on smoking chimney stacks and can shape shift into the bargain. Enter the atomic lizard, Godzilla, who takes up the challenge to hopefully rescue mankind, he can even fly in this one...

There's some psychedelic animation inserted into proceedings, which couples up with the whole hippy vibe and LSD infused musical interludes. It's really a hard film to recommend with confidence, with director Yoshimitsu Banno doing an appalling job of staging action and pacing the narrative for cohesive viewing - a first line director he was not.

However, it's just nutty enough to understand why some Zilla fans love it, kind of like it's a fun off-shoot of the more potent pics of the series. Certainly the eco message is worthy, but really I'd personally have to be under the influence of strong liquor to ever watch it again. 5/10","There's no place else to go and pretty soon we'll all be dead, so forget it! Enjoy yourself! Let's sing and dance while we can! Come on, blow your mind! 

The 11th of the Godzilla franchise is easily the most trippy, and most divisive. Hedorah (AKA: The Smog Monster) is spawned from pollution and begins to destroy Japan. It spews poison, shoots acidic mud, tokes on smoking chimney stacks and can shape shift into the bargain. Enter the atomic lizard, Godzilla, who takes up the challenge to hopefully rescue mankind, he can even fly in this one...

There's some psychedelic animation inserted into proceedings, which couples up with the whole hippy vibe and LSD infused musical interludes. It's really a hard film to recommend with confidence, with director Yoshimitsu Banno doing an appalling job of staging action and pacing the narrative for cohesive viewing - a first line director he was not.

However, it's just nutty enough to understand why some Zilla fans love it, kind of like it's a fun off-shoot of the more potent pics of the series. Certainly the eco message is worthy, but really I'd personally have to be under the influence of strong liquor to ever watch it again. 5/10"
340488,"Oof.

As I always say when I give films such a bad rating/review (though, tbf, only the ninth time I've rated 1/10...), it is nothing personal and I respect everyone who worked on this film and, of course, understand it isn't easy to make films. I never enjoy slating one, but this... deary me.

I'm not sure where to begin. The dialogue. The dialogue! I genuinely do not believe I've seen a movie with such truly awful dialogue, the amount of times I was holding my head out of cringe was immeasurable. You just know the writer, presumably one Werner Herzog, thought he was prime William Shakespeare when he put it all together. It's not just terrible in itself, it also simply isn't written for the actors - none of it sounds natural out of them whatsoever.

Talking of the actors, they merit some iffiness too. Listen, they are severely hampered by those behind the scenes but more was needed - especially from Michael Shannon, who I am a big fan of but his performance is... questionable, at best. Again, the ill-fitting dialogue did not help. Elsewhere, Veronica Ferres tries and is likeable but... yeah, not good. At least the Arancibia kids add some charm to things.

Those children are put into the film around the middle and somehow (nothing bad on them, just their characters) stay until the very end. Those scenes with them, and Ferres' Laura, are sweet in isolation (pardon the pun), but wow do they feel entirely out of place and disconnected (pardon the p...) to everything that proceeds - to the point that the sweetness drains away.

1/10 always feels harsh to me, yet this is very much deserving of that rating in my opinion. Dire stuff, even at just around 90 minutes. The kids and the neat locations are all I've got by way of positives.","Oof.

As I always say when I give films such a bad rating/review (though, tbf, only the ninth time I've rated 1/10...), it is nothing personal and I respect everyone who worked on this film and, of course, understand it isn't easy to make films. I never enjoy slating one, but this... deary me.

I'm not sure where to begin. The dialogue. The dialogue! I genuinely do not believe I've seen a movie with such truly awful dialogue, the amount of times I was holding my head out of cringe was immeasurable. You just know the writer, presumably one Werner Herzog, thought he was prime William Shakespeare when he put it all together. It's not just terrible in itself, it also simply isn't written for the actors - none of it sounds natural out of them whatsoever.

Talking of the actors, they merit some iffiness too. Listen, they are severely hampered by those behind the scenes but more was needed - especially from Michael Shannon, who I am a big fan of but his performance is... questionable, at best. Again, the ill-fitting dialogue did not help. Elsewhere, Veronica Ferres tries and is likeable but... yeah, not good. At least the Arancibia kids add some charm to things.

Those children are put into the film around the middle and somehow (nothing bad on them, just their characters) stay until the very end. Those scenes with them, and Ferres' Laura, are sweet in isolation (pardon the pun), but wow do they feel entirely out of place and disconnected (pardon the p...) to everything that proceeds - to the point that the sweetness drains away.

1/10 always feels harsh to me, yet this is very much deserving of that rating in my opinion. Dire stuff, even at just around 90 minutes. The kids and the neat locations are all I've got by way of positives."
396126,"""An elegant, deeply empathic study of the Earth under corporate siege and the pockets of community landowners determined to turn the tide...""

Read the full review here: http://screen-space.squarespace.com/reviews/2016/7/6/sustainable.html","""An elegant, deeply empathic study of the Earth under corporate siege and the pockets of community landowners determined to turn the tide...""

Read the full review here: http://screen-space.squarespace.com/reviews/2016/7/6/sustainable.html"
960965,"Solid documentary about important projects started by people that probably will not be completed in their lifetime. I'm interested in all the topics covered - forest preservation, digital archiving, city/housing planning, and searching for evidence of extraterrestrial life.","Solid documentary about important projects started by people that probably will not be completed in their lifetime. I'm interested in all the topics covered - forest preservation, digital archiving, city/housing planning, and searching for evidence of extraterrestrial life."
1250984,**One of the movies of all time**,**One of the movies of all time**
300650,"I seriously doubt anyone will ever see this film. It has never been shown on TV, not even in Belgium, and it does not exist on VHS or on DVD. And we should all be very thankful for that. ""Waar de vogeltjes hoesten"" ( = Where the birds are coughing)is probably THE most brainless nonsense ever unleashed upon mankind. The storyline is ludicrous, a cardboard box has more talent than the actors, the dancing is god-awful, and what are supposed to be songs are brain-dead lyrics put to infantile music. The director clearly had not got a clue as to what he was doing, which is even enhanced (if this was possible) by the clumsy editing. This film will never ever appear in anyone's ""Worst Ever"" list because only a few people ever saw it. Should you ever get the chance to see it, avoid it....or feast your eyes on this lame mess. Makes ""Plan 9 from Outer Space"" look like Citizen Kane ! (written by ekydoow: http://www.imdb.com/user/ur12849206/?ref_=tt_urv)","I seriously doubt anyone will ever see this film. It has never been shown on TV, not even in Belgium, and it does not exist on VHS or on DVD. And we should all be very thankful for that. ""Waar de vogeltjes hoesten"" ( = Where the birds are coughing)is probably THE most brainless nonsense ever unleashed upon mankind. The storyline is ludicrous, a cardboard box has more talent than the actors, the dancing is god-awful, and what are supposed to be songs are brain-dead lyrics put to infantile music. The director clearly had not got a clue as to what he was doing, which is even enhanced (if this was possible) by the clumsy editing. This film will never ever appear in anyone's ""Worst Ever"" list because only a few people ever saw it. Should you ever get the chance to see it, avoid it....or feast your eyes on this lame mess. Makes ""Plan 9 from Outer Space"" look like Citizen Kane ! (written by ekydoow: http://www.imdb.com/user/ur12849206/?ref_=tt_urv)"
435,"It threatened and promised to be a  politically (wooly) mammoth disaster picture.

Jack Hall is certain that another ice age is imminent due to the effects of global warming, but the government just will not listen to him. Sure enough the climate changes and the world is at threat from perilous frozen weather, worse still for Jack is that his son is trapped in New York City!

Roland Emmerich was the perfect choice to direct this particular piece. There is no denying that he has no little panache when it comes to destroying and blowing things up, think Independence Day, Stargate, Universal Soldier and Godzilla. What runs true through an Emmerich picture is that he is great on the CGI money shots and knows how to whet an appetite for destruction. Sadly, what is also true is that his second halves rarely deliver on their promise, so shall it be with The Day After Tomorrow. Even allowing for the expected mawkishness that comes with disaster/survival pictures, this picture relies too much on its contrivances, thus completely losing sight of its eco-conscious heart, something that I'm sure the politically aware Emmerich set out to deliver at the start.

Packing his picture with solid and professional performers (led by the always watchable Dennis Quaid as Jack Hall), Emmerich is all too aware that his money shots are what the popcorn masses have chiefly paid to see. Tornados, floods and the subsequent freeze are all excellent moments in the piece, but now, some years later the film has to be called out for being the shallow showcase that it is, in fact the CGI looks unintentionally artificial. It's a missed opportunity to make a blockbuster with an intelligent heart, and sadly Emmerich, either through boredom or ignorance? failed to seal the deal and craft one of the better genre entries.

Just about average for the destruction sequences, but very little else to recommend here I'm afraid. 5/10","It threatened and promised to be a  politically (wooly) mammoth disaster picture.

Jack Hall is certain that another ice age is imminent due to the effects of global warming, but the government just will not listen to him. Sure enough the climate changes and the world is at threat from perilous frozen weather, worse still for Jack is that his son is trapped in New York City!

Roland Emmerich was the perfect choice to direct this particular piece. There is no denying that he has no little panache when it comes to destroying and blowing things up, think Independence Day, Stargate, Universal Soldier and Godzilla. What runs true through an Emmerich picture is that he is great on the CGI money shots and knows how to whet an appetite for destruction. Sadly, what is also true is that his second halves rarely deliver on their promise, so shall it be with The Day After Tomorrow. Even allowing for the expected mawkishness that comes with disaster/survival pictures, this picture relies too much on its contrivances, thus completely losing sight of its eco-conscious heart, something that I'm sure the politically aware Emmerich set out to deliver at the start.

Packing his picture with solid and professional performers (led by the always watchable Dennis Quaid as Jack Hall), Emmerich is all too aware that his money shots are what the popcorn masses have chiefly paid to see. Tornados, floods and the subsequent freeze are all excellent moments in the piece, but now, some years later the film has to be called out for being the shallow showcase that it is, in fact the CGI looks unintentionally artificial. It's a missed opportunity to make a blockbuster with an intelligent heart, and sadly Emmerich, either through boredom or ignorance? failed to seal the deal and craft one of the better genre entries.

Just about average for the destruction sequences, but very little else to recommend here I'm afraid. 5/10"
435,"I gather that climate deniers hate films like this. I would be sad if my political or social stances Completely prevented me from being able to appreciate films that stretch credulity the opposite way from my own views. I mean, I am an ardent atheist and have enjoyed religious films. I am all for science, but science fiction can take a few liberties and shortcuts and if I like it, I will suspend my disbelief. But many people automatically hate what they disagree with.

Anyway, I really enjoyed this movie, as I like extreme weather and other disaster special effects in films. I didn't feel insulted by the perceived intelligence of the plot and dialogue as others seemed to be. I don't watch feature films for the latest information on climate change: the news and documentaries are around for that. The special effects were good enough and - okay — scenes like the quick freezing dropping from the atmosphere is probably total hokey, but it serves the rapid pace of the plot. The idea of what happens with Mexico at the end seems a little heavy handed politically, but I don’t have delicate sensibilities in the political arena, so fine. Yada yada yada: Just entertain me. This one does.","I gather that climate deniers hate films like this. I would be sad if my political or social stances Completely prevented me from being able to appreciate films that stretch credulity the opposite way from my own views. I mean, I am an ardent atheist and have enjoyed religious films. I am all for science, but science fiction can take a few liberties and shortcuts and if I like it, I will suspend my disbelief. But many people automatically hate what they disagree with.

Anyway, I really enjoyed this movie, as I like extreme weather and other disaster special effects in films. I didn't feel insulted by the perceived intelligence of the plot and dialogue as others seemed to be. I don't watch feature films for the latest information on climate change: the news and documentaries are around for that. The special effects were good enough and - okay — scenes like the quick freezing dropping from the atmosphere is probably total hokey, but it serves the rapid pace of the plot. The idea of what happens with Mexico at the end seems a little heavy handed politically, but I don’t have delicate sensibilities in the political arena, so fine. Yada yada yada: Just entertain me. This one does."
435,"**The Day After Tomorrow ends the world better than most natural disaster films, with an experienced disaster director and a grounded premise.**

Roland Emmerich, the master of disaster, created one of the quintessential apocalyptic natural disaster films with The Day After Tomorrow. Floods, tsunamis, hail, suddenly dropping temperatures, and more all make their way into the perils of this film. The movie follows Dennis Quaid's climatologist as he warns the world of a quickly returning ice age. Once the global freeze catches humanity unprepared, survivors struggle against the impossible temperatures to find shelter and hope. The film sets itself apart with its cinematography featuring the expansive frozen wastelands and iconic monuments captured in ice. Performances are solid with a cast like Quaid, Gyllenhaal, and Rossum. The story is simple, which works for a disaster survival flick. The Day After Tomorrow is special compared to other big-budget catastrophe events because it is a little more grounded compared to some of the more outrageous films of Emmerich's more recent filmography, like Moonfall or 2012 but still benefits from a director that excels at destroying historic landmarks on the big screen.","**The Day After Tomorrow ends the world better than most natural disaster films, with an experienced disaster director and a grounded premise.**

Roland Emmerich, the master of disaster, created one of the quintessential apocalyptic natural disaster films with The Day After Tomorrow. Floods, tsunamis, hail, suddenly dropping temperatures, and more all make their way into the perils of this film. The movie follows Dennis Quaid's climatologist as he warns the world of a quickly returning ice age. Once the global freeze catches humanity unprepared, survivors struggle against the impossible temperatures to find shelter and hope. The film sets itself apart with its cinematography featuring the expansive frozen wastelands and iconic monuments captured in ice. Performances are solid with a cast like Quaid, Gyllenhaal, and Rossum. The story is simple, which works for a disaster survival flick. The Day After Tomorrow is special compared to other big-budget catastrophe events because it is a little more grounded compared to some of the more outrageous films of Emmerich's more recent filmography, like Moonfall or 2012 but still benefits from a director that excels at destroying historic landmarks on the big screen."
435,"""Jack Hall"" (Dennis Quaid) is the somewhat discredited scientist who warns of impending disaster when the mother of all ice storms gathers - reducing temperatures to well below freezing and causing huge tsunami waves and heavy snows to devastate civilisation. Adding to the poor man's woes is his son ""Sam"" (Jake Gyllenhaal) stranded in New York. It's a bit heavy on the CGI and, certainly, the plot is pretty well worn and far-fetched but it's a disaster movie so I wasn't really expecting Pulitzer prize winning stuff. The young Gyllenhaal is easy enough on the eye and his adventures are marginally more interesting than his father's perilous trek from Washington. The storyline has a certain earnestness about it that is a bit preposterous, and the concluding spiel from the US President ""Becker"" (Kenneth Welsh) is a bit naff. Luckily, it isn't in the least romantic - it's a straightforward and entertaining disaster movie that though far, far too long, is just about worth a watch...","""Jack Hall"" (Dennis Quaid) is the somewhat discredited scientist who warns of impending disaster when the mother of all ice storms gathers - reducing temperatures to well below freezing and causing huge tsunami waves and heavy snows to devastate civilisation. Adding to the poor man's woes is his son ""Sam"" (Jake Gyllenhaal) stranded in New York. It's a bit heavy on the CGI and, certainly, the plot is pretty well worn and far-fetched but it's a disaster movie so I wasn't really expecting Pulitzer prize winning stuff. The young Gyllenhaal is easy enough on the eye and his adventures are marginally more interesting than his father's perilous trek from Washington. The storyline has a certain earnestness about it that is a bit preposterous, and the concluding spiel from the US President ""Becker"" (Kenneth Welsh) is a bit naff. Luckily, it isn't in the least romantic - it's a straightforward and entertaining disaster movie that though far, far too long, is just about worth a watch..."
568160,"Starting off as a slow burn, I started questioning how this anime got so much talk on the net.  But the pace lets you get to know and relate to the characters before the final act where things really spring forth.  And I was sucked in (enjoyably) for the ride, holding my breath as I honestly did not know how it was going to end.  

Beautiful, gorgeous, etherial at times, there just arent enough words in the English language to describe appropriately just how stunning this is...nor how seamlessly the traditional and 3D animation blend together.  

The voice cast of both languages are great and the soundtrack and score are both great.  

After The Garden of Words and Your Name, Makoto Shinkai is proving to be a master of his craft in the same vein as Miyazaki.  A classic.","Starting off as a slow burn, I started questioning how this anime got so much talk on the net.  But the pace lets you get to know and relate to the characters before the final act where things really spring forth.  And I was sucked in (enjoyably) for the ride, holding my breath as I honestly did not know how it was going to end.  

Beautiful, gorgeous, etherial at times, there just arent enough words in the English language to describe appropriately just how stunning this is...nor how seamlessly the traditional and 3D animation blend together.  

The voice cast of both languages are great and the soundtrack and score are both great.  

After The Garden of Words and Your Name, Makoto Shinkai is proving to be a master of his craft in the same vein as Miyazaki.  A classic."
568160,"Weathering with You unfortunately doesn't live up to the masterpiece that is Your Name, but still delivers a heartfelt story with brilliant animation.

Many complain that they had trouble connecting with this story on an emotional level, and while I understand that complaint I slightly disagree. I think this story does a fine job at really making you care about the characters. The journey you take with them from poverty to some modicum of financial success is endearing and makes that tightknit family easy to root for. Where the story fails are in the details, mainly why Kataro Daigo ran away from home in the first place. What trials and tribulations led him down this path and why he is so hesitant to return? This small detail could have gone a long way to further that connection to the character. The overall story is fantastic, and while it has some very similar beats to Your Name, it does enough to differentiate itself. All the characters are unique, and their outcast natures makes them have a super close bound that makes each emotional moment that much harder. While the ending may be divisive, it delivered a sucker punch to my stomach drawing a tear from my eye.

The animation style is gorgeous once again, with this film allowing the artists to flex their weather animation effects to the max. So many rainy scenes were so incredibly detailed with reflections that seem too real for a simple 2D animation. I do think the film lacks a bit in diverse landscapes as it mainly focuses on the city of Tokyo, whereas Your Name spans from Tokyo to the Japanese countryside.

Overall, Weathering with You is an excellent addition to Makoto Shinkai's filmography. It is heartfelt, emotional, and an endearing story about struggle, family, and making the most of every moment. While it may not exceed its predecessor, it is still one of the better anime films I have ever seen.

Score: 88%
Verdict: Excellent","Weathering with You unfortunately doesn't live up to the masterpiece that is Your Name, but still delivers a heartfelt story with brilliant animation.

Many complain that they had trouble connecting with this story on an emotional level, and while I understand that complaint I slightly disagree. I think this story does a fine job at really making you care about the characters. The journey you take with them from poverty to some modicum of financial success is endearing and makes that tightknit family easy to root for. Where the story fails are in the details, mainly why Kataro Daigo ran away from home in the first place. What trials and tribulations led him down this path and why he is so hesitant to return? This small detail could have gone a long way to further that connection to the character. The overall story is fantastic, and while it has some very similar beats to Your Name, it does enough to differentiate itself. All the characters are unique, and their outcast natures makes them have a super close bound that makes each emotional moment that much harder. While the ending may be divisive, it delivered a sucker punch to my stomach drawing a tear from my eye.

The animation style is gorgeous once again, with this film allowing the artists to flex their weather animation effects to the max. So many rainy scenes were so incredibly detailed with reflections that seem too real for a simple 2D animation. I do think the film lacks a bit in diverse landscapes as it mainly focuses on the city of Tokyo, whereas Your Name spans from Tokyo to the Japanese countryside.

Overall, Weathering with You is an excellent addition to Makoto Shinkai's filmography. It is heartfelt, emotional, and an endearing story about struggle, family, and making the most of every moment. While it may not exceed its predecessor, it is still one of the better anime films I have ever seen.

Score: 88%
Verdict: Excellent"
