id,title,year,period,release_date,original_language,runtime,revenue,popularity,vote_average,vote_count,genres,production_countries,spoken_languages,production_companies,overview,status,tagline,imdb_id,poster_path,homepage
348657,Woman at War,2018,"(2013,2020]",2018-05-22,is,101,NA,0.8801,7.227,417,"Comedy, Drama, Thriller",Ukraine,"English, Icelandic, Spanish, Ukrainian","Gulldrengurinn, Köggull Filmworks, Ministry of Culture of Ukraine, Slot Machine, Solar Media Entertainment, Ukrainian State Film Agency, Vintage Pictures",Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves… Until an orphan unexpectedly enters her life.,Released,Halla is a choir teacher. She's also a saboteur.,tt7279188,/9IwRoLxbYF1Vu1KxHt0aLbyeS5u.jpg,https://www.womanatwarfilm.com
39465,Godzilla vs. Mothra,1992,"[1950,2013]",1992-12-12,ja,102,20000000,0.9037,6.94,208,"Action, Adventure, Fantasy, Science Fiction",Japan,Japanese,Toho Pictures,"Mothra's dark counterpart, Battra, emerges to eliminate humanity on behalf of the Earth. Two tiny fairies called the Cosmos offer their help by calling Mothra to battle the creature. Unfortunately a meteorite has awoken a hibernating Godzilla as a three way battle for the Earth begins.",Released,Earth S.O.S.! The battle over the future of the human race begins.,tt0104352,/el84Kt8AqMuZryaW9r7t4YrfGZm.jpg,NA
728123,I Am Greta,2020,"(2013,2020]",2020-10-16,sv,97,7574,0.6775,5.782,119,Documentary,Germany,"English, Swedish","B-Reel Films, BBC Storyville, Filmbasen Film, Svenska Filminstitutet, SVT, SWR, WDR","Greta Thunberg, a 15-year-old student in Sweden, started a school strike for the climate as her question for adults was, if you don’t care about my future on earth, why should I care about my future in school? Within months, her strike evolved into a global movement as the quiet teenage girl on the autism spectrum becomes a world-famous activist.",Released,A force of nature.,tt10394738,/xTCduzgBJ57ZzMM9MOyBPpauB9t.jpg,https://www.hulu.com/movie/i-am-greta-6eb88d15-22f0-4f7b-90aa-6933ddc2f90a
728123,I Am Greta,2020,"(2013,2020]",2020-10-16,sv,97,7574,0.6775,5.782,119,Documentary,Sweden,"English, Swedish","B-Reel Films, BBC Storyville, Filmbasen Film, Svenska Filminstitutet, SVT, SWR, WDR","Greta Thunberg, a 15-year-old student in Sweden, started a school strike for the climate as her question for adults was, if you don’t care about my future on earth, why should I care about my future in school? Within months, her strike evolved into a global movement as the quiet teenage girl on the autism spectrum becomes a world-famous activist.",Released,A force of nature.,tt10394738,/xTCduzgBJ57ZzMM9MOyBPpauB9t.jpg,https://www.hulu.com/movie/i-am-greta-6eb88d15-22f0-4f7b-90aa-6933ddc2f90a
728123,I Am Greta,2020,"(2013,2020]",2020-10-16,sv,97,7574,0.6775,5.782,119,Documentary,United States of America,"English, Swedish","B-Reel Films, BBC Storyville, Filmbasen Film, Svenska Filminstitutet, SVT, SWR, WDR","Greta Thunberg, a 15-year-old student in Sweden, started a school strike for the climate as her question for adults was, if you don’t care about my future on earth, why should I care about my future in school? Within months, her strike evolved into a global movement as the quiet teenage girl on the autism spectrum becomes a world-famous activist.",Released,A force of nature.,tt10394738,/xTCduzgBJ57ZzMM9MOyBPpauB9t.jpg,https://www.hulu.com/movie/i-am-greta-6eb88d15-22f0-4f7b-90aa-6933ddc2f90a
17113,The Ballad of Jack and Rose,2005,"[1950,2013]",2005-02-25,en,111,712294,1.0828,6.1,156,Drama,United States of America,English,"Elevation Filmworks, IFC Productions, Initial Entertainment Group, Jack and Rose Productions","Jack Slavin is an environmentalist with a heart condition who lives with his daughter, Rose, on an isolated island. While Jack fights against developers who wish to build in the area, he also craves more contact with other people. When he invites his girlfriend, Kathleen, and her sons, Rodney and Thaddius, to move in, Rose is upset. The complicated family dynamics makes things difficult for everyone in the house.",Released,"Selfhood begins with a walking away, and love is proved in the letting go.",tt0357110,/jhID43WmWf3HeH3M3tBCPTSeBOi.jpg,NA
157823,Night Moves,2014,"(2013,2020]",2014-04-23,en,112,271755,0.7787,5.843,347,"Drama, Thriller",Brazil,English,"DeLeon Productions, filmscience, Maybach Film Productions, RT Features",The story about three radical environmentalists coming together to execute the most intense protest of their lives: the explosion of a hydroelectric dam.,Released,NA,tt2043933,/qQj7JKpUfrP7rVvr7kVrKuevGy7.jpg,https://www.the-match-factory.com/catalogue/films/night-moves.html
157823,Night Moves,2014,"(2013,2020]",2014-04-23,en,112,271755,0.7787,5.843,347,"Drama, Thriller",United States of America,English,"DeLeon Productions, filmscience, Maybach Film Productions, RT Features",The story about three radical environmentalists coming together to execute the most intense protest of their lives: the explosion of a hydroelectric dam.,Released,NA,tt2043933,/qQj7JKpUfrP7rVvr7kVrKuevGy7.jpg,https://www.the-match-factory.com/catalogue/films/night-moves.html
432602,An Inconvenient Sequel: Truth to Power,2017,"(2013,2020]",2017-07-28,en,100,5398976,0.6593,6.655,168,Documentary,United States of America,English,"Actual Films, Participant","A decade after An Inconvenient Truth brought climate change into the heart of popular culture comes the riveting and rousing follow-up that shows just how close we are to a real energy revolution. Vice President Al Gore continues his tireless fight, traveling around the world training an army of climate champions and influencing international climate policy. Cameras follow him behind the scenes—in moments private and public, funny and poignant—as he pursues the empowering notion that while the stakes have never been higher, the perils of climate change can be overcome with human ingenuity and passion.",Released,Fight like your world depends on it,tt6322922,/2WauUg4DcUxng5nwhisu7UFZq4Z.jpg,https://inconvenientsequel.tumblr.com
16049,Amazon Jack,2007,"[1950,2013]",2007-12-21,da,72,NA,0.5451,5.5,10,"Animation, Comedy, Family",Canada,Danish,"A Film Estonia, A. Film Production, Asta Film","Jungo is the rarest creature in the world, but also the most popular! Can his best buddies Rita the fox, Zik and Zak the monkeys, and an eager young puppy help him escape the clutches of a mad scientist intent on cloning him, a senseless psychologist who wants to analyze him, and a talk show hostess who wants Jungo to advertise her perfume?",Released,Meet Jack. Endangered is his middle name.,tt1087858,/7sECTinoW9DkTkiRdLObtv8lM0R.jpg,NA
16049,Amazon Jack,2007,"[1950,2013]",2007-12-21,da,72,NA,0.5451,5.5,10,"Animation, Comedy, Family",Denmark,Danish,"A Film Estonia, A. Film Production, Asta Film","Jungo is the rarest creature in the world, but also the most popular! Can his best buddies Rita the fox, Zik and Zak the monkeys, and an eager young puppy help him escape the clutches of a mad scientist intent on cloning him, a senseless psychologist who wants to analyze him, and a talk show hostess who wants Jungo to advertise her perfume?",Released,Meet Jack. Endangered is his middle name.,tt1087858,/7sECTinoW9DkTkiRdLObtv8lM0R.jpg,NA
16049,Amazon Jack,2007,"[1950,2013]",2007-12-21,da,72,NA,0.5451,5.5,10,"Animation, Comedy, Family",Estonia,Danish,"A Film Estonia, A. Film Production, Asta Film","Jungo is the rarest creature in the world, but also the most popular! Can his best buddies Rita the fox, Zik and Zak the monkeys, and an eager young puppy help him escape the clutches of a mad scientist intent on cloning him, a senseless psychologist who wants to analyze him, and a talk show hostess who wants Jungo to advertise her perfume?",Released,Meet Jack. Endangered is his middle name.,tt1087858,/7sECTinoW9DkTkiRdLObtv8lM0R.jpg,NA
16049,Amazon Jack,2007,"[1950,2013]",2007-12-21,da,72,NA,0.5451,5.5,10,"Animation, Comedy, Family",Latvia,Danish,"A Film Estonia, A. Film Production, Asta Film","Jungo is the rarest creature in the world, but also the most popular! Can his best buddies Rita the fox, Zik and Zak the monkeys, and an eager young puppy help him escape the clutches of a mad scientist intent on cloning him, a senseless psychologist who wants to analyze him, and a talk show hostess who wants Jungo to advertise her perfume?",Released,Meet Jack. Endangered is his middle name.,tt1087858,/7sECTinoW9DkTkiRdLObtv8lM0R.jpg,NA
16049,Amazon Jack,2007,"[1950,2013]",2007-12-21,da,72,NA,0.5451,5.5,10,"Animation, Comedy, Family",Norway,Danish,"A Film Estonia, A. Film Production, Asta Film","Jungo is the rarest creature in the world, but also the most popular! Can his best buddies Rita the fox, Zik and Zak the monkeys, and an eager young puppy help him escape the clutches of a mad scientist intent on cloning him, a senseless psychologist who wants to analyze him, and a talk show hostess who wants Jungo to advertise her perfume?",Released,Meet Jack. Endangered is his middle name.,tt1087858,/7sECTinoW9DkTkiRdLObtv8lM0R.jpg,NA
79172,Surviving Progress,2011,"[1950,2013]",2011-11-04,en,86,108640,0.5513,7.333,42,Documentary,Canada,English,"Big Picture Media Corporation, ONF | NFB","Humanity’s ascent is often measured by the speed of progress. But what if progress is actually spiraling us downwards, towards collapse? Ronald Wright, whose best-seller, “A Short History Of Progress” inspired “Surviving Progress”, shows how past civilizations were destroyed by “progress traps”—alluring technologies and belief systems that serve immediate needs, but ransom the future. As pressure on the world’s resources accelerates and financial elites bankrupt nations, can our globally-entwined civilization escape a final, catastrophic progress trap? With potent images and illuminating insights from thinkers who have probed our genes, our brains, and our social behaviour, this requiem to progress-as-usual also poses a challenge: to prove that making apes smarter isn’t an evolutionary dead-end.",Released,"Every time history repeats itself, the price goes up.",tt1462014,/zzyhiTDQIACufSYlETKpP1CMi7O.jpg,http://survivingprogress.com/
926354,Troubled Waters: A Turtle's Tale,2019,"(2013,2020]",2019-10-02,en,54,NA,0.4069,NA,NA,Documentary,United States of America,English,Rory Fielding Films,"Exploring the impact of human behavior on our environment from the perspective of one of South Florida's most beloved and fragile underwater creatures: the sea turtle. A critical look at the effects of global warming, water pollution, and our ""throw-away"" plastic lifestyle on this keystone species...and inevitably ourselves.",Released,NA,tt20517396,/9N24wOWYU1u20xHSl7HCVgQUB6g.jpg,https://turtletale.org/
136368,Adventure Planet,2012,"[1950,2013]",2012-08-01,th,81,1553168,0.4473,4.7,13,"Adventure, Animation, Comedy, Family",Hong Kong,"German, Italian, Thai","Golden Network Asia, Kantana Studios","Story of the adventures of three young men from two of the world's metropolis, New State Trinity Capital and Karen village in Northern Thailand. To help save the world from disaster recovery due to global warming.",Released,On a mission to save the world!,tt2318440,/pt2SbE1UHMtrX69jAqHMIfPYdXQ.jpg,NA
136368,Adventure Planet,2012,"[1950,2013]",2012-08-01,th,81,1553168,0.4473,4.7,13,"Adventure, Animation, Comedy, Family",Thailand,"German, Italian, Thai","Golden Network Asia, Kantana Studios","Story of the adventures of three young men from two of the world's metropolis, New State Trinity Capital and Karen village in Northern Thailand. To help save the world from disaster recovery due to global warming.",Released,On a mission to save the world!,tt2318440,/pt2SbE1UHMtrX69jAqHMIfPYdXQ.jpg,NA
503150,Eating Animals,2018,"(2013,2020]",2018-06-15,en,94,NA,0.3472,6.7,23,Documentary,United States of America,"English, Mandarin","Artemis Rising, Big Star Pictures, Handsomecharlie Films, Heretic Films",An examination of our dietary choices and the food we put in our bodies.,Released,NA,tt2180351,/tppzVmguu02QAjXM957XVqKrvgl.jpg,NA
345380,Tottoi,1992,"[1950,2013]",1992-01-01,ja,85,NA,0.4046,6.8,5,"Adventure, Animation, Family",Japan,Japanese,"Fizz Sound Creation, Nippon Animation, Onkyo Eizo System Co., Ltd.","Based on the novel Tottòi by Gianni Padoan.  Sardinia is abundant in beautiful beaches and mysterious caves which are known as the habitat of a peculiar kind of seal on the verge of extinction.  After moving to this island, Tottoi, fascinated by nature, visits different beaches and caves everyday. When he finds a seal cub and its mother in an isolated cave, he is surprised by the humorous movements and innocence of the cub and the dignity of its mother. Tottoi soon becomes attached to the seals, but his secret is revealed to heartless adults. In the name of preservation, a plan is developed to capture them for an aquarium.  Now the dignity and pride of the wild seal are in danger. No matter how painful for Tottoi to be separated from his small friends, he must fight for the welfare of the wild mammals and let them go free into the sea.",Released,The beauty and pride of wild animals capture the hearts of innocent people who have not lost their passion for nature.,tt1852151,/80aeRhdv7FULexV4vEYGGTpYTWe.jpg,http://www.nippon-animation.co.jp/work/1640/
608590,Paris to Pittsburgh,2018,"(2013,2020]",2018-12-12,en,77,NA,0.3411,6.667,9,Documentary,United States of America,"English, French","National Geographic, RadicalMedia",Paris to Pittsburgh brings to life the impassioned efforts of individuals who are battling the most severe threats of climate change in their own backyards. Set against the national debate over the United States' energy future - and the Trump administration's explosive decision to exit the Paris Climate Agreement - the film captures what's at stake for communities around the country and the inspiring ways Americans are responding.,Released,The climate for change is now.,tt9236264,/9Ni66pwT73dIhYNtf6k3jeGB9I0.jpg,https://www.paristopittsburgh.com
423836,Biology!,1990,"[1950,2013]",1990-10-12,de,89,NA,0.2974,1,1,"Drama, Romance",East Germany,German,DEFA,"A small town shortly before the end of the GDR: 15-year-old Ulla lives with her mother in a dilapidated old building where not even the electricity works properly. Economy of scarcity and national bankruptcy are visible everywhere. Only higher party comrades live in the lap of luxury. When Ulla meets Winfried after a summer bathing trip, the two fall in love. Winfried is the son of an influential general director and owns things from West Germany that others only dream of: a computer, a games console, a walkman. On an excursion with her biology class, the high school student discovers that a dacha is being built in the middle of the nature reserve and the creek has been dammed. Winfried's father turns out to be the culprit, but the mayor is on his side. Ulla rebels against this environmental destruction connected to political corruption and organizes a protest. Her activism not only endangers her own future, but also her first great love.",Released,NA,tt0099140,/mWu0N1XPJx63DXFGABLKV4JqPhx.jpg,https://www.defa-stiftung.de/en/films/film-search/biologie/
255319,Aunt Hilda!,2014,"(2013,2020]",2014-02-12,fr,89,NA,0.2544,6.3,20,"Animation, Comedy, Family",France,French,"Auvergne-Rhône-Alpes Cinéma, Folimage, France 3 Cinéma, Melusine Productions, SNC","Plant loving Hilda, has created a museum where she preserves endangered and rare plants from all over the world. Meanwhile Attilem, a new genetically modified cereal, is launched on the market. Growing with little water and fertilizer while generating high crop field Attilem looks like an ideal solution to eradicate starvation and provide an alternative to diminishing oil reserves. But nothing is at it seems...",Released,NA,tt1671584,/rps9eetPxDWwucq8oQ5uOus6rPk.jpg,NA
255319,Aunt Hilda!,2014,"(2013,2020]",2014-02-12,fr,89,NA,0.2544,6.3,20,"Animation, Comedy, Family",Luxembourg,French,"Auvergne-Rhône-Alpes Cinéma, Folimage, France 3 Cinéma, Melusine Productions, SNC","Plant loving Hilda, has created a museum where she preserves endangered and rare plants from all over the world. Meanwhile Attilem, a new genetically modified cereal, is launched on the market. Growing with little water and fertilizer while generating high crop field Attilem looks like an ideal solution to eradicate starvation and provide an alternative to diminishing oil reserves. But nothing is at it seems...",Released,NA,tt1671584,/rps9eetPxDWwucq8oQ5uOus6rPk.jpg,NA
34133,Go Further,2003,"[1950,2013]",2003-03-07,en,80,NA,0.2769,6,8,Documentary,NA,English,NA,"""Go Further"" explores the idea that the single individual is the key to large-scale transformational change. The film follows actor Woody Harrelson as he takes a small group of friends on a bio-fueled bus-ride down the Pacific Coast Highway. Their goal? To show the people they encounter that there are viable alternatives.",Released,NA,tt0366522,/AproKPuDZ2bP9TQ0tiVvjtTB95p.jpg,NA
1135096,Allahyar and the 100 Flowers of God,2023,"(2020,2025]",2023-06-29,ur,NA,NA,0.2635,8,1,"Action, Adventure, Animation, Fantasy, Science Fiction",NA,Urdu,NA,"Investigating a rumor that ""iron ghosts"" are deforesting his local area, the ""Muhafiz"" (lit. ""Protector"") Allahyar embarks on an epic adventure with plenty of laughs and drama to be had along the way. Fun for the whole family. A Pakistani animated film from the Allahyar series.",Released,NA,tt16973098,/80J3O6Qpi7gs5eYr2PTwgsSGQdx.jpg,NA
79042,If a Tree Falls: A Story of the Earth Liberation Front,2011,"[1950,2013]",2011-06-22,en,85,61794,0.3029,6.487,38,"Crime, Documentary, History",United Kingdom,English,"BBC, Black Fawn Films, Cinereach, Corporation for Public Broadcasting, Creative Capital, Gucci Tribeca Documentary Fund, ITVS International, Lucky Hat Entertainment, Marshall Curry Productions, Oscilloscope, P.O.V./American Documentary, Sundance Institute","Filmmaker Marshall Curry explores the inner workings of the Earth Liberation Front, a revolutionary movement devoted to crippling facilities involved in deforestation, while simultaneously offering a profile of Oregon ELF member Daniel McGowan, who was brought up on terrorism charges for his involvement with the radical group.",Released,NA,tt1787725,/mNZbF5lls0Al6Qxk0rw6bhQ26dU.jpg,http://www.ifatreefallsfilm.com/
79042,If a Tree Falls: A Story of the Earth Liberation Front,2011,"[1950,2013]",2011-06-22,en,85,61794,0.3029,6.487,38,"Crime, Documentary, History",United States of America,English,"BBC, Black Fawn Films, Cinereach, Corporation for Public Broadcasting, Creative Capital, Gucci Tribeca Documentary Fund, ITVS International, Lucky Hat Entertainment, Marshall Curry Productions, Oscilloscope, P.O.V./American Documentary, Sundance Institute","Filmmaker Marshall Curry explores the inner workings of the Earth Liberation Front, a revolutionary movement devoted to crippling facilities involved in deforestation, while simultaneously offering a profile of Oregon ELF member Daniel McGowan, who was brought up on terrorism charges for his involvement with the radical group.",Released,NA,tt1787725,/mNZbF5lls0Al6Qxk0rw6bhQ26dU.jpg,http://www.ifatreefallsfilm.com/
404356,All the Way to the Ocean,2016,"(2013,2020]",2016-04-22,en,14,NA,0.2005,NA,NA,"Animation, Family",NA,English,NA,"An uplifting story about two best friends, Isaac and James and their discovery of the cause and effect relationship between our cities' storm drains and the world's oceans, lakes and rivers. Helping the kids along this journey are a concerned Crane from the coast line, a surprisingly insightful Surfer Dude and James' Mom.",Released,All the way to the Ocean... all the way to the sea... all the way to the day when the whole world can say that our Ocean's as clean as a living thing must be... and we must go... all the way.,tt4287618,/ug1LSnA8B8XbRCyfHumSYiIWDg5.jpg,NA
985762,Franklin,2022,"(2020,2025]",2022-09-08,en,91,NA,0.2542,NA,NA,Documentary,Australia,English,NA,Eighth-generation Tasmanian and environmentalist Oliver Cassidy embarks on a life-changing solo rafting trip down the beautiful yet remote Franklin River. His goal is to retrace his late father’s 14-day expedition to attend the blockade that helped save the World-Heritage listed national park from being destroyed by a huge hydroelectric dam project in the early 1980s.,Released,A journey to the past. A quest for the future.,tt18264980,/3uCwtznj4NmUxA34GCzJcDpUw4T.jpg,https://franklinriver.movie/
85793,Legend of the Forest,1987,"[1950,2013]",1987-12-18,ja,30,NA,0.366,6.6,9,"Adventure, Animation",Japan,Japanese,Tezuka Productions,"A tranquil forest and all of its residents must face the destruction of man. A squirrel, born and raised in the forest, fights to defend his home and faces trials and adversities along the way.",Released,NA,tt0093399,/sKuiJyIl17cEMIJwysWqvEsilh3.jpg,NA
338381,10 Billion: What's On Your Plate,2015,"(2013,2020]",2015-04-16,de,107,NA,0.2076,6.8,9,Documentary,Germany,German,NA,"How can we best meet every earth citizens need for healthy food facing our limited resources? Regarding the almost 10 billion humans living on earth by 2050, we have to decide now how we want to shape the future of agriculture.",Released,NA,tt3592340,/1719tsrk3zOoAs04bJiozJl8dJ4.jpg,NA
1300821,Mauri,2024,"(2020,2025]",2024-06-28,en,70,NA,0.205,NA,NA,Documentary,United States of America,NA,Science and Nonduality,"Mauri (life principle, life force, vital essence inherent in all living things)  The film is an intimate, visually stunning testament to a land and a people who have survived removal, exploitation and colonization — and to the healing ways that are part of the Māori ancestral knowledge. It juxtaposes the enduring trauma of colonialism with the resilience offered through Māori ancestral healing traditions.",Released,The vital essence in all beings,NA,/aOOUnsYRkE5jiX4DCg5rOkrfF1o.jpg,http://www.scienceandnonduality.com
669474,Sovereign Soil,2019,"(2013,2020]",2019-11-03,en,91,NA,0.3388,7,2,Documentary,Canada,English,"Jackleg Films, ONF | NFB","Built on a layer of frozen earth, Dawson City, Yukon, Canada has subarctic winters where temperatures routinely drop below −40°C. Meet the four season food producers who engage in small-scale agriculture, and those who support their back-to-the-land movement. These resilient unassuming farmers have carved out small patches of fertile soil, in an otherwise unforgiving expanse of isolated wilderness, to make a living and a life.",Released,Living on the land North of 64 degrees.,tt12551682,/qE43E6jV4wxPY8HizGdw3aN8PZv.jpg,https://www.nfb.ca/film/sovereign-soil/
314615,River of Exploding Durians,2014,"(2013,2020]",2014-10-24,zh,128,NA,0.1827,7,3,Drama,Malaysia,"Cantonese, Malay, Mandarin","Greenlight Pictures, Indie Works","When a rare earth plant is being built near a coastal town, its inhabitants fall into despair, fearful of its radioactive effects.",Released,NA,tt4006746,/rXMX7rqSg1LWkRL1dZHzqyKyKuG.jpg,NA
935436,Into the Ice,2022,"(2020,2025]",2022-03-25,da,85,NA,0.1939,7.4,11,Documentary,Denmark,"Danish, English","Hansen & Pedersen, Kloos & Co.",In the Greenland ice sheet we can see our future. The film travels with three pioneering glaciologist on their expeditions INTO the inland ice of Greenland. Top-notch science meets breathtaking visuals when one of them descends into a 200 meter deep moulin hole to find out about the bottom of the ice sheet. What they find may sound the alarm for our planet's climate and is a clear call to act now.,Released,The Greenland ice sheet harbours a secret,tt18408698,/hXvZ5nGAo1TrNH5EKoq7qhVYCnk.jpg,NA
393961,Food Choices,2016,"(2013,2020]",2016-04-21,en,90,NA,0.2566,7.1,71,Documentary,NA,English,NA,"This documentary explores the impact that food choices have on people's health, the health of our planet and on the lives of other living species. And also discusses several misconceptions about food and diet.",Released,"Eat better, live better & help save the planet.",tt6039284,/veaZGd9H7s75oaoMb7vURQRSX7G.jpg,http://foodchoicesmovie.com
